filename,class,is_atypical,is_augmented,augmentation_type,split
680.png,Normal,False,False,,Training
TUPAC16_1306.png,Normal,False,False,,Training
6185.png,Normal,False,False,,Training
10900.png,Normal,False,False,,Training
9141.png,Normal,False,False,,Training
3953.png,Normal,False,False,,Training
9678.png,Normal,False,False,,Training
8685.png,Normal,False,False,,Training
4626.png,Normal,False,False,,Training
1869.png,Normal,False,False,,Training
9122.png,Normal,False,False,,Training
TUPAC16_1512.png,Normal,False,False,,Training
5977.png,Normal,False,False,,Training
TUPAC16_4427.png,Normal,False,False,,Training
11417.png,Normal,False,False,,Training
1842.png,Normal,False,False,,Training
14.png,Normal,False,False,,Training
10712.png,Normal,False,False,,Training
4631.png,Normal,False,False,,Training
4555.png,Normal,False,False,,Training
5758.png,Normal,False,False,,Training
TUPAC16_232.png,Normal,False,False,,Training
3570.png,Normal,False,False,,Training
776.png,Normal,False,False,,Training
TUPAC16_4481.png,Normal,False,False,,Training
TUPAC16_4229.png,Normal,False,False,,Training
7911.png,Normal,False,False,,Training
213.png,Normal,False,False,,Training
8224.png,Normal,False,False,,Training
707.png,Normal,False,False,,Training
5566.png,Normal,False,False,,Training
9763.png,Normal,False,False,,Training
6320.png,Normal,False,False,,Training
7829.png,Normal,False,False,,Training
1069.png,Normal,False,False,,Training
10834.png,Normal,False,False,,Training
3081.png,Normal,False,False,,Training
710.png,Normal,False,False,,Training
9936.png,Normal,False,False,,Training
TUPAC16_2772.png,Normal,False,False,,Training
11342.png,Normal,False,False,,Training
TUPAC16_1000.png,Normal,False,False,,Training
11284.png,Normal,False,False,,Training
TUPAC16_5672.png,Normal,False,False,,Training
8792.png,Normal,False,False,,Training
3108.png,Normal,False,False,,Training
1725.png,Normal,False,False,,Training
9249.png,Normal,False,False,,Training
7806.png,Normal,False,False,,Training
4590.png,Normal,False,False,,Training
1476.png,Normal,False,False,,Training
4957.png,Normal,False,False,,Training
5112.png,Normal,False,False,,Training
6305.png,Normal,False,False,,Training
2344.png,Normal,False,False,,Training
8679.png,Normal,False,False,,Training
4605.png,Normal,False,False,,Training
4353.png,Normal,False,False,,Training
3563.png,Normal,False,False,,Training
3714.png,Normal,False,False,,Training
3637.png,Normal,False,False,,Training
5650.png,Normal,False,False,,Training
1038.png,Normal,False,False,,Training
3937.png,Normal,False,False,,Training
6249.png,Normal,False,False,,Training
2478.png,Normal,False,False,,Training
597.png,Normal,False,False,,Training
2931.png,Normal,False,False,,Training
3553.png,Normal,False,False,,Training
2469.png,Normal,False,False,,Training
9849.png,Normal,False,False,,Training
8810.png,Normal,False,False,,Training
4171.png,Normal,False,False,,Training
4516.png,Normal,False,False,,Training
4239.png,Normal,False,False,,Training
8432.png,Normal,False,False,,Training
9424.png,Normal,False,False,,Training
4921.png,Normal,False,False,,Training
3114.png,Normal,False,False,,Training
3574.png,Normal,False,False,,Training
5600.png,Normal,False,False,,Training
8693.png,Normal,False,False,,Training
7649.png,Normal,False,False,,Training
11341.png,Normal,False,False,,Training
1862.png,Normal,False,False,,Training
9088.png,Normal,False,False,,Training
10854.png,Normal,False,False,,Training
5665.png,Normal,False,False,,Training
TUPAC16_363.png,Normal,False,False,,Training
4113.png,Normal,False,False,,Training
267.png,Normal,False,False,,Training
435.png,Normal,False,False,,Training
8390.png,Normal,False,False,,Training
2066.png,Normal,False,False,,Training
5971.png,Normal,False,False,,Training
6782.png,Normal,False,False,,Training
6316.png,Normal,False,False,,Training
TUPAC16_1631.png,Normal,False,False,,Training
TUPAC16_2570.png,Normal,False,False,,Training
7761.png,Normal,False,False,,Training
5569.png,Normal,False,False,,Training
128.png,Normal,False,False,,Training
6137.png,Normal,False,False,,Training
TUPAC16_397.png,Normal,False,False,,Training
9173.png,Normal,False,False,,Training
TUPAC16_429.png,Normal,False,False,,Training
6461.png,Normal,False,False,,Training
TUPAC16_2748.png,Normal,False,False,,Training
3054.png,Normal,False,False,,Training
3628.png,Normal,False,False,,Training
6536.png,Normal,False,False,,Training
9171.png,Normal,False,False,,Training
349.png,Normal,False,False,,Training
9898.png,Normal,False,False,,Training
714.png,Normal,False,False,,Training
TUPAC16_5369.png,Normal,False,False,,Training
4518.png,Normal,False,False,,Training
TUPAC16_1676.png,Normal,False,False,,Training
2028.png,Normal,False,False,,Training
6733.png,Normal,False,False,,Training
5574.png,Normal,False,False,,Training
9834.png,Normal,False,False,,Training
6460.png,Normal,False,False,,Training
11878.png,Normal,False,False,,Training
7681.png,Normal,False,False,,Training
8835.png,Normal,False,False,,Training
1776.png,Normal,False,False,,Training
11216.png,Normal,False,False,,Training
1097.png,Normal,False,False,,Training
7811.png,Normal,False,False,,Training
3061.png,Normal,False,False,,Training
TUPAC16_41.png,Normal,False,False,,Training
4103.png,Normal,False,False,,Training
6757.png,Normal,False,False,,Training
TUPAC16_270.png,Normal,False,False,,Training
TUPAC16_404.png,Normal,False,False,,Training
1441.png,Normal,False,False,,Training
7486.png,Normal,False,False,,Training
10825.png,Normal,False,False,,Training
TUPAC16_1231.png,Normal,False,False,,Training
880.png,Normal,False,False,,Training
10935.png,Normal,False,False,,Training
3993.png,Normal,False,False,,Training
7045.png,Normal,False,False,,Training
10961.png,Normal,False,False,,Training
2203.png,Normal,False,False,,Training
5804.png,Normal,False,False,,Training
1852.png,Normal,False,False,,Training
TUPAC16_4287.png,Normal,False,False,,Training
501.png,Normal,False,False,,Training
4058.png,Normal,False,False,,Training
6537.png,Normal,False,False,,Training
7846.png,Normal,False,False,,Training
10893.png,Normal,False,False,,Training
4521.png,Normal,False,False,,Training
1851.png,Normal,False,False,,Training
7777.png,Normal,False,False,,Training
4174.png,Normal,False,False,,Training
9661.png,Normal,False,False,,Training
1919.png,Normal,False,False,,Training
8420.png,Normal,False,False,,Training
6044.png,Normal,False,False,,Training
397.png,Normal,False,False,,Training
10727.png,Normal,False,False,,Training
68.png,Normal,False,False,,Training
8928.png,Normal,False,False,,Training
4998.png,Normal,False,False,,Training
TUPAC16_4165.png,Normal,False,False,,Training
4565.png,Normal,False,False,,Training
365.png,Normal,False,False,,Training
6682.png,Normal,False,False,,Training
3671.png,Normal,False,False,,Training
1016.png,Normal,False,False,,Training
11172.png,Normal,False,False,,Training
TUPAC16_847.png,Normal,False,False,,Training
TUPAC16_93.png,Normal,False,False,,Training
3847.png,Normal,False,False,,Training
7052.png,Normal,False,False,,Training
TUPAC16_435.png,Normal,False,False,,Training
TUPAC16_1208.png,Normal,False,False,,Training
TUPAC16_7134.png,Normal,False,False,,Training
1374.png,Normal,False,False,,Training
3343.png,Normal,False,False,,Training
7111.png,Normal,False,False,,Training
3815.png,Normal,False,False,,Training
6245.png,Normal,False,False,,Training
1396.png,Normal,False,False,,Training
1875.png,Normal,False,False,,Training
9421.png,Normal,False,False,,Training
TUPAC16_370.png,Normal,False,False,,Training
TUPAC16_1277.png,Normal,False,False,,Training
1665.png,Normal,False,False,,Training
10790.png,Normal,False,False,,Training
380.png,Normal,False,False,,Training
745.png,Normal,False,False,,Training
654.png,Normal,False,False,,Training
8588.png,Normal,False,False,,Training
2162.png,Normal,False,False,,Training
3956.png,Normal,False,False,,Training
TUPAC16_3926.png,Normal,False,False,,Training
3202.png,Normal,False,False,,Training
7765.png,Normal,False,False,,Training
TUPAC16_6990.png,Normal,False,False,,Training
9945.png,Normal,False,False,,Training
9842.png,Normal,False,False,,Training
TUPAC16_1352.png,Normal,False,False,,Training
2985.png,Normal,False,False,,Training
9947.png,Normal,False,False,,Training
102.png,Normal,False,False,,Training
9191.png,Normal,False,False,,Training
6532.png,Normal,False,False,,Training
282.png,Normal,False,False,,Training
TUPAC16_763.png,Normal,False,False,,Training
3008.png,Normal,False,False,,Training
1641.png,Normal,False,False,,Training
8482.png,Normal,False,False,,Training
212.png,Normal,False,False,,Training
TUPAC16_891.png,Normal,False,False,,Training
10934.png,Normal,False,False,,Training
TUPAC16_2689.png,Normal,False,False,,Training
6230.png,Normal,False,False,,Training
8430.png,Normal,False,False,,Training
3078.png,Normal,False,False,,Training
2283.png,Normal,False,False,,Training
4153.png,Normal,False,False,,Training
5527.png,Normal,False,False,,Training
3358.png,Normal,False,False,,Training
7307.png,Normal,False,False,,Training
3575.png,Normal,False,False,,Training
299.png,Normal,False,False,,Training
4386.png,Normal,False,False,,Training
3606.png,Normal,False,False,,Training
1431.png,Normal,False,False,,Training
3431.png,Normal,False,False,,Training
736.png,Normal,False,False,,Training
8606.png,Normal,False,False,,Training
3112.png,Normal,False,False,,Training
TUPAC16_7165.png,Normal,False,False,,Training
4084.png,Normal,False,False,,Training
7557.png,Normal,False,False,,Training
7854.png,Normal,False,False,,Training
2938.png,Normal,False,False,,Training
7795.png,Normal,False,False,,Training
9850.png,Normal,False,False,,Training
TUPAC16_688.png,Normal,False,False,,Training
6761.png,Normal,False,False,,Training
8841.png,Normal,False,False,,Training
6697.png,Normal,False,False,,Training
7310.png,Normal,False,False,,Training
8092.png,Normal,False,False,,Training
7371.png,Normal,False,False,,Training
6533.png,Normal,False,False,,Training
3015.png,Normal,False,False,,Training
5592.png,Normal,False,False,,Training
3146.png,Normal,False,False,,Training
1843.png,Normal,False,False,,Training
2017.png,Normal,False,False,,Training
9921.png,Normal,False,False,,Training
7855.png,Normal,False,False,,Training
9791.png,Normal,False,False,,Training
2459.png,Normal,False,False,,Training
7010.png,Normal,False,False,,Training
10737.png,Normal,False,False,,Training
3385.png,Normal,False,False,,Training
7069.png,Normal,False,False,,Training
8239.png,Normal,False,False,,Training
3136.png,Normal,False,False,,Training
1426.png,Normal,False,False,,Training
6213.png,Normal,False,False,,Training
11182.png,Normal,False,False,,Training
7489.png,Normal,False,False,,Training
3121.png,Normal,False,False,,Training
11256.png,Normal,False,False,,Training
4953.png,Normal,False,False,,Training
692.png,Normal,False,False,,Training
3339.png,Normal,False,False,,Training
3988.png,Normal,False,False,,Training
2219.png,Normal,False,False,,Training
8450.png,Normal,False,False,,Training
3832.png,Normal,False,False,,Training
6045.png,Normal,False,False,,Training
4426.png,Normal,False,False,,Training
3009.png,Normal,False,False,,Training
1877.png,Normal,False,False,,Training
4367.png,Normal,False,False,,Training
6250.png,Normal,False,False,,Training
11707.png,Normal,False,False,,Training
9769.png,Normal,False,False,,Training
11338.png,Normal,False,False,,Training
4974.png,Normal,False,False,,Training
5553.png,Normal,False,False,,Training
275.png,Normal,False,False,,Training
293.png,Normal,False,False,,Training
432.png,Normal,False,False,,Training
719.png,Normal,False,False,,Training
9811.png,Normal,False,False,,Training
11189.png,Normal,False,False,,Training
3419.png,Normal,False,False,,Training
9917.png,Normal,False,False,,Training
677.png,Normal,False,False,,Training
3429.png,Normal,False,False,,Training
883.png,Normal,False,False,,Training
3164.png,Normal,False,False,,Training
9875.png,Normal,False,False,,Training
123.png,Normal,False,False,,Training
TUPAC16_4178.png,Normal,False,False,,Training
1026.png,Normal,False,False,,Training
8492.png,Normal,False,False,,Training
7764.png,Normal,False,False,,Training
766.png,Normal,False,False,,Training
7762.png,Normal,False,False,,Training
9483.png,Normal,False,False,,Training
10794.png,Normal,False,False,,Training
6660.png,Normal,False,False,,Training
4611.png,Normal,False,False,,Training
4412.png,Normal,False,False,,Training
TUPAC16_1279.png,Normal,False,False,,Training
TUPAC16_4598.png,Normal,False,False,,Training
285.png,Normal,False,False,,Training
1384.png,Normal,False,False,,Training
6291.png,Normal,False,False,,Training
748.png,Normal,False,False,,Training
TUPAC16_2831.png,Normal,False,False,,Training
1152.png,Normal,False,False,,Training
9327.png,Normal,False,False,,Training
3142.png,Normal,False,False,,Training
5713.png,Normal,False,False,,Training
8787.png,Normal,False,False,,Training
2485.png,Normal,False,False,,Training
TUPAC16_117.png,Normal,False,False,,Training
8192.png,Normal,False,False,,Training
TUPAC16_561.png,Normal,False,False,,Training
11926.png,Normal,False,False,,Training
2447.png,Normal,False,False,,Training
6.png,Normal,False,False,,Training
879.png,Normal,False,False,,Training
10738.png,Normal,False,False,,Training
2976.png,Normal,False,False,,Training
1474.png,Normal,False,False,,Training
2173.png,Normal,False,False,,Training
6242.png,Normal,False,False,,Training
9925.png,Normal,False,False,,Training
9637.png,Normal,False,False,,Training
2267.png,Normal,False,False,,Training
9329.png,Normal,False,False,,Training
4230.png,Normal,False,False,,Training
9819.png,Normal,False,False,,Training
1782.png,Normal,False,False,,Training
TUPAC16_1011.png,Normal,False,False,,Training
3178.png,Normal,False,False,,Training
4598.png,Normal,False,False,,Training
6186.png,Normal,False,False,,Training
7831.png,Normal,False,False,,Training
3838.png,Normal,False,False,,Training
3728.png,Normal,False,False,,Training
10862.png,Normal,False,False,,Training
2218.png,Normal,False,False,,Training
1651.png,Normal,False,False,,Training
9929.png,Normal,False,False,,Training
TUPAC16_471.png,Normal,False,False,,Training
TUPAC16_666.png,Normal,False,False,,Training
5630.png,Normal,False,False,,Training
6822.png,Normal,False,False,,Training
609.png,Normal,False,False,,Training
5120.png,Normal,False,False,,Training
7273.png,Normal,False,False,,Training
4517.png,Normal,False,False,,Training
5816.png,Normal,False,False,,Training
TUPAC16_6968.png,Normal,False,False,,Training
TUPAC16_2599.png,Normal,False,False,,Training
10958.png,Normal,False,False,,Training
7079.png,Normal,False,False,,Training
1096.png,Normal,False,False,,Training
2032.png,Normal,False,False,,Training
11271.png,Normal,False,False,,Training
9847.png,Normal,False,False,,Training
8786.png,Normal,False,False,,Training
8782.png,Normal,False,False,,Training
817.png,Normal,False,False,,Training
1879.png,Normal,False,False,,Training
11254.png,Normal,False,False,,Training
1761.png,Normal,False,False,,Training
6431.png,Normal,False,False,,Training
10691.png,Normal,False,False,,Training
4014.png,Normal,False,False,,Training
4621.png,Normal,False,False,,Training
11332.png,Normal,False,False,,Training
11297.png,Normal,False,False,,Training
7978.png,Normal,False,False,,Training
6299.png,Normal,False,False,,Training
5723.png,Normal,False,False,,Training
9344.png,Normal,False,False,,Training
3756.png,Normal,False,False,,Training
9509.png,Normal,False,False,,Training
6167.png,Normal,False,False,,Training
9684.png,Normal,False,False,,Training
4976.png,Normal,False,False,,Training
807.png,Normal,False,False,,Training
4020.png,Normal,False,False,,Training
TUPAC16_85.png,Normal,False,False,,Training
7377.png,Normal,False,False,,Training
4479.png,Normal,False,False,,Training
8257.png,Normal,False,False,,Training
9080.png,Normal,False,False,,Training
4492.png,Normal,False,False,,Training
TUPAC16_3015.png,Normal,False,False,,Training
4109.png,Normal,False,False,,Training
7298.png,Normal,False,False,,Training
3017.png,Normal,False,False,,Training
3887.png,Normal,False,False,,Training
TUPAC16_1311.png,Normal,False,False,,Training
9928.png,Normal,False,False,,Training
1740.png,Normal,False,False,,Training
11240.png,Normal,False,False,,Training
2182.png,Normal,False,False,,Training
782.png,Normal,False,False,,Training
861.png,Normal,False,False,,Training
5975.png,Normal,False,False,,Training
11559.png,Normal,False,False,,Training
6707.png,Normal,False,False,,Training
TUPAC16_13097.png,Normal,False,False,,Training
2995.png,Normal,False,False,,Training
4423.png,Normal,False,False,,Training
11268.png,Normal,False,False,,Training
TUPAC16_2684.png,Normal,False,False,,Training
2317.png,Normal,False,False,,Training
7316.png,Normal,False,False,,Training
1176.png,Normal,False,False,,Training
6641.png,Normal,False,False,,Training
TUPAC16_97.png,Normal,False,False,,Training
8379.png,Normal,False,False,,Training
9840.png,Normal,False,False,,Training
TUPAC16_7888.png,Normal,False,False,,Training
3330.png,Normal,False,False,,Training
1652.png,Normal,False,False,,Training
1699.png,Normal,False,False,,Training
3889.png,Normal,False,False,,Training
8957.png,Normal,False,False,,Training
2310.png,Normal,False,False,,Training
10286.png,Normal,False,False,,Training
2442.png,Normal,False,False,,Training
800.png,Normal,False,False,,Training
4173.png,Normal,False,False,,Training
5714.png,Normal,False,False,,Training
6346.png,Normal,False,False,,Training
TUPAC16_703.png,Normal,False,False,,Training
5098.png,Normal,False,False,,Training
4203.png,Normal,False,False,,Training
8146.png,Normal,False,False,,Training
9821.png,Normal,False,False,,Training
4526.png,Normal,False,False,,Training
2174.png,Normal,False,False,,Training
9190.png,Normal,False,False,,Training
8315.png,Normal,False,False,,Training
TUPAC16_3911.png,Normal,False,False,,Training
2231.png,Normal,False,False,,Training
10802.png,Normal,False,False,,Training
422.png,Normal,False,False,,Training
11219.png,Normal,False,False,,Training
3636.png,Normal,False,False,,Training
7398.png,Normal,False,False,,Training
8449.png,Normal,False,False,,Training
875.png,Normal,False,False,,Training
8687.png,Normal,False,False,,Training
5730.png,Normal,False,False,,Training
11906.png,Normal,False,False,,Training
10912.png,Normal,False,False,,Training
3020.png,Normal,False,False,,Training
8665.png,Normal,False,False,,Training
7267.png,Normal,False,False,,Training
9681.png,Normal,False,False,,Training
7271.png,Normal,False,False,,Training
10930.png,Normal,False,False,,Training
2085.png,Normal,False,False,,Training
TUPAC16_1553.png,Normal,False,False,,Training
9450.png,Normal,False,False,,Training
271.png,Normal,False,False,,Training
9644.png,Normal,False,False,,Training
TUPAC16_3016.png,Normal,False,False,,Training
8903.png,Normal,False,False,,Training
TUPAC16_4921.png,Normal,False,False,,Training
6858.png,Normal,False,False,,Training
119.png,Normal,False,False,,Training
10762.png,Normal,False,False,,Training
2247.png,Normal,False,False,,Training
361.png,Normal,False,False,,Training
4121.png,Normal,False,False,,Training
6993.png,Normal,False,False,,Training
9465.png,Normal,False,False,,Training
2053.png,Normal,False,False,,Training
8411.png,Normal,False,False,,Training
11564.png,Normal,False,False,,Training
3587.png,Normal,False,False,,Training
1422.png,Normal,False,False,,Training
3639.png,Normal,False,False,,Training
8681.png,Normal,False,False,,Training
2033.png,Normal,False,False,,Training
9198.png,Normal,False,False,,Training
2082.png,Normal,False,False,,Training
1014.png,Normal,False,False,,Training
2331.png,Normal,False,False,,Training
TUPAC16_5375.png,Normal,False,False,,Training
7405.png,Normal,False,False,,Training
7801.png,Normal,False,False,,Training
TUPAC16_1278.png,Normal,False,False,,Training
4447.png,Normal,False,False,,Training
8396.png,Normal,False,False,,Training
TUPAC16_1584.png,Normal,False,False,,Training
6969.png,Normal,False,False,,Training
TUPAC16_595.png,Normal,False,False,,Training
TUPAC16_4834.png,Normal,False,False,,Training
3623.png,Normal,False,False,,Training
10293.png,Normal,False,False,,Training
2064.png,Normal,False,False,,Training
10742.png,Normal,False,False,,Training
297.png,Normal,False,False,,Training
1587.png,Normal,False,False,,Training
11210.png,Normal,False,False,,Training
9932.png,Normal,False,False,,Training
1810.png,Normal,False,False,,Training
6933.png,Normal,False,False,,Training
1892.png,Normal,False,False,,Training
4156.png,Normal,False,False,,Training
4182.png,Normal,False,False,,Training
TUPAC16_1025.png,Normal,False,False,,Training
11303.png,Normal,False,False,,Training
272.png,Normal,False,False,,Training
1847.png,Normal,False,False,,Training
11923.png,Normal,False,False,,Training
466.png,Normal,False,False,,Training
4250.png,Normal,False,False,,Training
6209.png,Normal,False,False,,Training
9432.png,Normal,False,False,,Training
105.png,Normal,False,False,,Training
1752.png,Normal,False,False,,Training
7275.png,Normal,False,False,,Training
1443.png,Normal,False,False,,Training
2128.png,Normal,False,False,,Training
5687.png,Normal,False,False,,Training
11424.png,Normal,False,False,,Training
11253.png,Normal,False,False,,Training
3620.png,Normal,False,False,,Training
6425.png,Normal,False,False,,Training
1403.png,Normal,False,False,,Training
9843.png,Normal,False,False,,Training
6695.png,Normal,False,False,,Training
2135.png,Normal,False,False,,Training
8548.png,Normal,False,False,,Training
10280.png,Normal,False,False,,Training
6735.png,Normal,False,False,,Training
6956.png,Normal,False,False,,Training
7897.png,Normal,False,False,,Training
3321.png,Normal,False,False,,Training
1418.png,Normal,False,False,,Training
11599.png,Normal,False,False,,Training
5757.png,Normal,False,False,,Training
10270.png,Normal,False,False,,Training
1854.png,Normal,False,False,,Training
7842.png,Normal,False,False,,Training
3607.png,Normal,False,False,,Training
3080.png,Normal,False,False,,Training
TUPAC16_263.png,Normal,False,False,,Training
9981.png,Normal,False,False,,Training
11933.png,Normal,False,False,,Training
7857.png,Normal,False,False,,Training
TUPAC16_988.png,Normal,False,False,,Training
3962.png,Normal,False,False,,Training
10883.png,Normal,False,False,,Training
5002.png,Normal,False,False,,Training
TUPAC16_4162.png,Normal,False,False,,Training
4232.png,Normal,False,False,,Training
11314.png,Normal,False,False,,Training
6024.png,Normal,False,False,,Training
4641.png,Normal,False,False,,Training
TUPAC16_489.png,Normal,False,False,,Training
7877.png,Normal,False,False,,Training
1693.png,Normal,False,False,,Training
7272.png,Normal,False,False,,Training
4983.png,Normal,False,False,,Training
7394.png,Normal,False,False,,Training
2916.png,Normal,False,False,,Training
7717.png,Normal,False,False,,Training
11883.png,Normal,False,False,,Training
2044.png,Normal,False,False,,Training
4141.png,Normal,False,False,,Training
TUPAC16_438.png,Normal,False,False,,Training
TUPAC16_224.png,Normal,False,False,,Training
9203.png,Normal,False,False,,Training
4233.png,Normal,False,False,,Training
3125.png,Normal,False,False,,Training
6683.png,Normal,False,False,,Training
9428.png,Normal,False,False,,Training
6486.png,Normal,False,False,,Training
1735.png,Normal,False,False,,Training
TUPAC16_881.png,Normal,False,False,,Training
TUPAC16_1301.png,Normal,False,False,,Training
5983.png,Normal,False,False,,Training
11852.png,Normal,False,False,,Training
1653.png,Normal,False,False,,Training
3430.png,Normal,False,False,,Training
TUPAC16_492.png,Normal,False,False,,Training
3951.png,Normal,False,False,,Training
9366.png,Normal,False,False,,Training
1812.png,Normal,False,False,,Training
3127.png,Normal,False,False,,Training
TUPAC16_2921.png,Normal,False,False,,Training
2495.png,Normal,False,False,,Training
658.png,Normal,False,False,,Training
2295.png,Normal,False,False,,Training
9593.png,Normal,False,False,,Training
1413.png,Normal,False,False,,Training
6428.png,Normal,False,False,,Training
713.png,Normal,False,False,,Training
1840.png,Normal,False,False,,Training
9306.png,Normal,False,False,,Training
10769.png,Normal,False,False,,Training
1445.png,Normal,False,False,,Training
7737.png,Normal,False,False,,Training
5937.png,Normal,False,False,,Training
TUPAC16_2972.png,Normal,False,False,,Training
7241.png,Normal,False,False,,Training
3603.png,Normal,False,False,,Training
9943.png,Normal,False,False,,Training
8697.png,Normal,False,False,,Training
11306.png,Normal,False,False,,Training
TUPAC16_886.png,Normal,False,False,,Training
5641.png,Normal,False,False,,Training
1116.png,Normal,False,False,,Training
9869.png,Normal,False,False,,Training
1839.png,Normal,False,False,,Training
1748.png,Normal,False,False,,Training
TUPAC16_4151.png,Normal,False,False,,Training
3398.png,Normal,False,False,,Training
9254.png,Normal,False,False,,Training
6856.png,Normal,False,False,,Training
7401.png,Normal,False,False,,Training
1053.png,Normal,False,False,,Training
1670.png,Normal,False,False,,Training
7101.png,Normal,False,False,,Training
7033.png,Normal,False,False,,Training
11371.png,Normal,False,False,,Training
3189.png,Normal,False,False,,Training
9193.png,Normal,False,False,,Training
204.png,Normal,False,False,,Training
3811.png,Normal,False,False,,Training
1394.png,Normal,False,False,,Training
TUPAC16_5382.png,Normal,False,False,,Training
2911.png,Normal,False,False,,Training
11365.png,Normal,False,False,,Training
1120.png,Normal,False,False,,Training
10824.png,Normal,False,False,,Training
TUPAC16_1468.png,Normal,False,False,,Training
TUPAC16_3854.png,Normal,False,False,,Training
3344.png,Normal,False,False,,Training
6216.png,Normal,False,False,,Training
3333.png,Normal,False,False,,Training
3577.png,Normal,False,False,,Training
11187.png,Normal,False,False,,Training
10836.png,Normal,False,False,,Training
3765.png,Normal,False,False,,Training
6397.png,Normal,False,False,,Training
3804.png,Normal,False,False,,Training
TUPAC16_372.png,Normal,False,False,,Training
4534.png,Normal,False,False,,Training
9427.png,Normal,False,False,,Training
2225.png,Normal,False,False,,Training
1055.png,Normal,False,False,,Training
TUPAC16_1229.png,Normal,False,False,,Training
1914.png,Normal,False,False,,Training
2.png,Normal,False,False,,Training
2112.png,Normal,False,False,,Training
6964.png,Normal,False,False,,Training
TUPAC16_4931.png,Normal,False,False,,Training
TUPAC16_421.png,Normal,False,False,,Training
10309.png,Normal,False,False,,Training
11261.png,Normal,False,False,,Training
11515.png,Normal,False,False,,Training
6483.png,Normal,False,False,,Training
1715.png,Normal,False,False,,Training
6973.png,Normal,False,False,,Training
1048.png,Normal,False,False,,Training
8620.png,Normal,False,False,,Training
6205.png,Normal,False,False,,Training
181.png,Normal,False,False,,Training
108.png,Normal,False,False,,Training
8527.png,Normal,False,False,,Training
2913.png,Normal,False,False,,Training
4399.png,Normal,False,False,,Training
8534.png,Normal,False,False,,Training
11879.png,Normal,False,False,,Training
1381.png,Normal,False,False,,Training
7288.png,Normal,False,False,,Training
TUPAC16_1274.png,Normal,False,False,,Training
7755.png,Normal,False,False,,Training
5762.png,Normal,False,False,,Training
7400.png,Normal,False,False,,Training
60.png,Normal,False,False,,Training
661.png,Normal,False,False,,Training
9983.png,Normal,False,False,,Training
8252.png,Normal,False,False,,Training
6315.png,Normal,False,False,,Training
TUPAC16_416.png,Normal,False,False,,Training
10733.png,Normal,False,False,,Training
4504.png,Normal,False,False,,Training
4019.png,Normal,False,False,,Training
3813.png,Normal,False,False,,Training
TUPAC16_112.png,Normal,False,False,,Training
18.png,Normal,False,False,,Training
TUPAC16_2863.png,Normal,False,False,,Training
TUPAC16_4971.png,Normal,False,False,,Training
2169.png,Normal,False,False,,Training
7666.png,Normal,False,False,,Training
3380.png,Normal,False,False,,Training
11497.png,Normal,False,False,,Training
9591.png,Normal,False,False,,Training
1099.png,Normal,False,False,,Training
2954.png,Normal,False,False,,Training
10722.png,Normal,False,False,,Training
6282.png,Normal,False,False,,Training
3413.png,Normal,False,False,,Training
